PartNumber,lengthY,widthX,height,padX,padY,padInsideX,landingX,landingY,landingSpacingX,datasheet
MOS6020-XXX,6.0,6.8,2.4,0.8,1.6,4.3,1.39,2.54,5.71,"https://www.coilcraft.com/getmedia/c3eb212d-a1a9-4db6-9f14-a01f21fd984c/mos6020.pdf"
